Source path,Class name,Method name,Method signature,Cyclomatic complexity,Cognitive complexity,Max nesting depth,Line count,Parameter count,ABC score,Assignments,Branches,Conditions,Halstead volume,Halstead difficulty,Halstead estimated bugs
src/test/java/io/moderne/java/RecipeLoadingTest.java,io.moderne.java.RecipeLoadingTest,loadRecipeFromFile,"io.moderne.java.RecipeLoadingTest{name=loadRecipeFromFile,return=void,parameters=[]}",1,0,0,6,0,1.0,0,1,0,2.0,0.5,0.0
